,names,posFtNegLbl,posFtPosLbl,negFtNegLbl,negFtPosLbl,elseCase,timing
348,AFTERMATH OF CEREBROVASCULAR DISEASES,2,0,2206,225,0,0.0008299350738525391
349,AORTA ATHEROSCLEROSIS,0,1,2208,224,0,0.0008420944213867188
350,ATHEROSCLEROSIS LOWER LIMBS,7,2,2201,223,0,0.0008261203765869141
351,Atherosclerosis native arteries of the limbs with intermittent claudication,1,2,2207,223,0,0.0008199214935302734
352,ARTERIOSCLEROSIS,2,3,2206,222,0,0.0008387565612792969
353,NOT RUPTURED ABDOMINAL AORTA ANEURYSM,2,1,2206,224,0,0.0008292198181152344
354,UNRUPTURATED AORTIC ANEURYSM,1,0,2207,225,0,0.0008161067962646484
355,Thoracic AORTA DILATION,13,4,2195,221,0,0.0008330345153808594
356,ILIAC ARTERY ANEURYSM,1,0,2207,225,0,0.0008597373962402344
357,RIGHT SUPERFICIAL FEMOR ARTERY ANEURYSM,1,0,2207,225,0,0.0008392333984375
358,POST-TRAUMATIC A. TEMPORAL ANEURYSM LEFT,2,0,2206,225,0,0.0008699893951416016
359,RAYNAUD SYNDROME,2,1,2206,224,0,0.0008249282836914062
360,PERIPHERAL OBLITERANT ARTERIAL DISEASE PAD,1,1,2207,224,0,0.0008258819580078125
361,EMBOLISM AND THROMBOSIS OF THE ARTERIES OF THE LOWER LIMBS,2,0,2206,225,0,0.0008459091186523438
362,EMBOLISM AND ARTERIAL THROMBOSIS right upper limb,1,0,2207,225,0,0.0008220672607421875
363,CHURG-STRAUSS SYNDROME,0,0,0,0,2,0.0005047321319580078
364,HORTON DISEASE,2,0,2206,225,0,0.0008392333984375
365,ACQUIRED ARTEROVENOUS FISTULA,0,1,2208,224,0,0.00084686279296875
366,STENOSIS OF THE LEFT SUBCLAVIA ARTERIES,2,0,2206,225,0,0.0008287429809570312
367,Obliterating ARTERIOPATHY of the lower limbs,7,0,2201,225,0,0.0008611679077148438
368,VASCULITIS,2,0,2206,225,0,0.0008177757263183594
369,SUPERFICIAL PHLEBITIS OF LOWER LIMBS < THROMBOPHLEBITIS >,1,0,2207,225,0,0.0008289813995361328
370,DEEP VENOUS THROMBOSIS right lower limb,1,0,2207,225,0,0.0008189678192138672
371,POPLITEAL THROMBOPHLEBITIS,1,1,2207,224,0,0.0008220672607421875
372,PERIPHLEBITIS internal saphenous vein right,1,0,2207,225,0,0.0008361339569091797
373,VENOUS THROMBOSIS dural sinuses,1,0,2207,225,0,0.0008268356323242188
374,ASCENDING VENOUS THROMBOSIS GR. SAFENA SN,4,0,2204,225,0,0.0008182525634765625
375,VARICOSE ULCERS EXTREMIT?ɂǨ LOW,1,0,2207,225,0,0.0008289813995361328
376,VARICOSE OF LOWER LIMBS,13,2,2195,223,0,0.0008559226989746094
377,INTERNAL HEMORRHOIDS,1,0,2207,225,0,0.0008590221405029297
378,HEMORRHOIDS,4,0,2204,225,0,0.0008261203765869141
379,THROMBIZED HEMORRHOIDS,1,0,2207,225,0,0.0008399486541748047
380,HEMORRHOID CRISIS,1,0,2207,225,0,0.0008258819580078125
381,ESOPHAGEAL VARICES WITHOUT BLEEDING,1,0,2207,225,0,0.0008740425109863281
382,VARICOCELE,9,0,2199,225,0,0.00086212158203125
383,NONFILARIAL ELEPHANTYASIS lower limbs,0,1,2208,224,0,0.0008227825164794922
384,VENOUS INSUFFICIENCY LOWER LIMBS,2,0,2206,225,0,0.000820159912109375
385,PHARYNGITIS,4,1,2204,224,0,0.0008299350738525391
386,COLD < RINOPHARYNGITIS >,1,0,2207,225,0,0.0009169578552246094
387,MAXILLARY SINUSITIS,1,0,2207,225,0,0.0008409023284912109
388,ACUTE FRONTAL SINUSITIS,1,0,2207,225,0,0.0008301734924316406
389,Acute mucopurulent SINUSITIS,3,0,2205,225,0,0.0008168220520019531
390,ACUTE PHARYNGITIS,5,0,2203,225,0,0.0008172988891601562
391,TONSILLITIS,9,0,2199,225,0,0.0008227825164794922
392,PARAINFLUENZA SYNDROME,2,0,2206,225,0,0.0008130073547363281
393,BRONCHITIS,0,0,0,0,2,0.0003561973571777344
394,NASAL SEPTAL DEVIATION,1,0,2207,225,0,0.0008268356323242188
395,NASAL CAVIT POLYPS?ɂǨ,0,1,2208,224,0,0.000843048095703125
396,CHRONIC RHINITIS,2,0,2206,225,0,0.0008440017700195312
397,CHRONIC ETHMOIDAL SINUSITIS,1,0,2207,225,0,0.0008308887481689453
398,CHRONIC SINUSITIS,3,0,2205,225,0,0.0008292198181152344
399,ALLERGIC RHINITIS,5,0,2203,225,0,0.0008411407470703125
400,NASAL TURBINATE HYPERTROPHY,1,0,2207,225,0,0.0008108615875244141
401,POLYP VOCAL CORDS OR LARYNX,2,0,2206,225,0,0.0008249282836914062
402,VOCAL CORD GRANULOMA,1,0,2207,225,0,0.0008502006530761719
403,LOBAR PNEUMONIA,1,0,2207,225,0,0.0008304119110107422
404,Bronchopneumonia,41,9,2167,216,0,0.0008127689361572266
405,Right midthoracic BRONCHOPNEUMONITIS,2,0,2206,225,0,0.0008361339569091797
406,PNEUMONIA,6,1,2202,224,0,0.0010249614715576172
407,INFLUENCE,38,1,2170,224,0,0.0008509159088134766
408,CHRONIC OBSTRUCTIVE BRONCHITIS < COPD > flared up,26,4,2182,221,0,0.0008566379547119141
409,CHRONIC ASTHMATIC BRONCHITIS,0,1,2208,224,0,0.0008680820465087891
410,CHRONIC OBSTRUCTIVE BRONCHITIS WITH FLARE,1,0,2207,225,0,0.0008339881896972656
411,CHRONIC ASTHATIFORM BRONCHITIS,3,0,2205,225,0,0.0008380413055419922
412,Extrinsic asthma,1,0,2207,225,0,0.000823974609375
413,Bronchial asthma,90,1,2118,224,0,0.00084686279296875
414,BRONCHIECTASIA,1,0,2207,225,0,0.0008590221405029297
415,COPD CHRONIC OBSTRUCTIVE BRONCHITIS,27,4,2181,221,0,0.0009181499481201172
416,CHRONIC LUNG FIBROSIS,1,0,2207,225,0,0.0008487701416015625
417,Exudative pleurisy (viral?),2,0,2206,225,0,0.0008428096771240234
418,PNEUMOTHORAX,1,0,2207,225,0,0.0008399486541748047
419,ACUTE PNEUMOTHORAX on the RIGHT,1,0,2207,225,0,0.0008370876312255859
420,INTERSTITIAL IDIOPATHIC DIFFUSED LUNG FIBROSIS,1,2,2207,223,0,0.0008215904235839844
421,ACUTE PULMONARY EDEMA,1,0,2207,225,0,0.0008270740509033203
422,CHRONIC RESPIRATORY INSUFFICIENCY,5,0,2203,225,0,0.0008242130279541016
423,DIAPHRAGM RELAXATION,1,0,2207,225,0,0.0008618831634521484
424,TOOTH ABSCESS,0,0,0,0,2,0.0003070831298828125
425,PERIODONTAL ABSCESS,1,0,2207,225,0,0.0008518695831298828
426,ALVEOLAR PYORRHEA,1,0,2207,225,0,0.0008509159088134766
427,DERMOID CYST LEFT OVARY,2,0,2206,225,0,0.0008299350738525391
428,CARDIAC ACHALASIA,1,0,2207,225,0,0.0008211135864257812
429,GASTROESOPHAGEAL REFLUX WITH GRADE I AND II ESOPHAGITIS < GERD >,38,6,2170,219,0,0.0008261203765869141
430,REFLUX ESOPHAGITIS 1 AND 2 GRADE,38,3,2170,222,0,0.0008220672607421875
431,GASTROESOPHAGEAL REFLUX WITH GRADE III AND IV ESOPHAGITIS < GERD,5,0,2203,225,0,0.0008368492126464844
432,GASTROESOPHAGEAL REFLUX < GERD >,4,1,2204,224,0,0.0008230209350585938
433,MALLORY-WEISS SYNDROME,1,0,2207,225,0,0.0008440017700195312
434,GASTROESOPHAGEAL REFLUX,230,37,1978,188,0,0.0008242130279541016
435,ACUTE GASTRIC ULCER WITH HEMORRHAGE of the stump,4,0,2204,225,0,0.0008299350738525391
436,ACUTE GASTRIC ULCER,1,0,2207,225,0,0.0008170604705810547
437,GASTRIC ULCER,12,2,2196,223,0,0.0008230209350585938
438,ACUTE DUODENAL ULCER WITH HEMORRHAGE,0,0,0,0,2,0.0002942085266113281
439,ACUTE DUODENAL ULCER WITH PERFORATION,1,0,2207,225,0,0.0008499622344970703
440,ACUTE DUODENAL ULCER,1,0,2207,225,0,0.0008280277252197266
441,DUODENAL ULCER WITH HEMORRHAGE,0,1,2208,224,0,0.0008418560028076172
442,DUODENAL ULCER WITH PERFORATION,1,0,2207,225,0,0.0008320808410644531
443,Chronic duodenal ulcer,1,0,2207,225,0,0.0008120536804199219
444,DUODENAL ULCER,43,8,2165,217,0,0.0008170604705810547
445,GASTRODUODENAL ULCER,1,0,2207,225,0,0.0010099411010742188
446,GASTRODIJUNAL ULCER WITH HEMORRHAGE,1,0,2207,225,0,0.0017180442810058594
447,ACUTE GASTRITIS,8,0,2200,225,0,0.000985860824584961
448,CHRONIC ATROPHIC GASTRITIS,3,1,2205,224,0,0.001461029052734375
449,HYPERTROPHIC GASTRITIS,1,0,2207,225,0,0.0011179447174072266
450,SUPERFICIAL GASTRITIS,4,0,2204,225,0,0.0009510517120361328
451,GASTRITIS AND GASTRODUODENITIS,1,0,2207,225,0,0.0009069442749023438
452,DYSPEPSIA,6,0,2202,225,0,0.0009760856628417969
453,ACUTE APPENDICITIS,0,0,0,0,2,0.0003390312194824219
454,ACUTE APPENDICITIS WITH PERITONEAL ABSCESS,2,0,2206,225,0,0.004297971725463867
455,INGUINAL HERNIA,22,6,2186,219,0,0.0008840560913085938
456,"""IRREDIUCIBLE INCARCERATED PAROCEL",0,1,2208,224,0,0.0008561611175537109
457,UMBILICAL HERNIA,1,0,2207,225,0,0.0008728504180908203
458,Operated sub-umbilical LAPAROCELE,1,0,2207,225,0,0.0008449554443359375
459,LAPAROCELE,1,0,2207,225,0,0.0008511543273925781
460,EPIGASTRIC HERNIA,1,0,2207,225,0,0.0008518695831298828
461,HIATAL HERNIA,27,5,2181,220,0,0.0008461475372314453
462,CROHN'S DISEASE,0,0,0,0,2,0.0003077983856201172
463,REGIONAL ENTERITIS OR COLON CROHN'S DISEASE,4,2,2204,223,0,0.0008530616760253906
464,ULCERATIVE COLITIS,1,2,2207,223,0,0.0008630752563476562
465,BOWEL OBSTRUCTION,3,0,2205,225,0,0.0008461475372314453
466,DIVERTICULUS WITHOUT DUODENAL DIVERTICULITIS,1,0,2207,225,0,0.0008358955383300781
467,COLON DIVERTICULUS,14,1,2194,224,0,0.0008568763732910156
468,CONSTIPATION,2,0,2206,225,0,0.0008530616760253906
469,IRRITABLE COLON,3,0,2205,225,0,0.0008361339569091797
470,FUNCTIONAL DIARRHEA,0,1,2208,224,0,0.0008459091186523438
471,ANAL FISCAL,2,0,2206,225,0,0.0008630752563476562
472,ANAL FISTULA,2,0,2206,225,0,0.0008449554443359375
473,PERIANAL ABSCESS,1,0,2207,225,0,0.0008459091186523438
474,POSTOPERATIVE POSTINFECTIVE PERITONEAL ADHERENCES,1,0,2207,225,0,0.0008330345153808594
475,RECTAL POLYP,3,0,2205,225,0,0.0008261203765869141
476,RECTAL PROLAPSE,1,0,2207,225,0,0.0008499622344970703
477,Ulcerative PROCTITIS,1,0,2207,225,0,0.0008499622344970703
478,INTESTINE PERFORATION,1,0,2207,225,0,0.0008780956268310547
479,CHRONIC HEPATITIS FROM HEPATITIS C,23,8,2185,217,0,0.0008268356323242188
480,LIVER CIRRHOSIS,4,1,2204,224,0,0.0008420944213867188
481,LIVER ABSCESS,1,0,2207,225,0,0.0008502006530761719
482,CHOLELITHIASIS WITH ACUTE CHOLECYSTITIS,0,1,2208,224,0,0.000843048095703125
483,CHOLECYSTITIS WITH CHOLELITHIASIS cholecystectomy procedure,5,0,2203,225,0,0.0008478164672851562
484,GALLBLADSTONE STONES,0,0,0,0,2,0.0002980232238769531
485,CHOLEDOCULAR LITHIASIS,4,0,2204,225,0,0.0008409023284912109
486,GALLBLADDER EMPYEMA,1,1,2207,224,0,0.0008342266082763672
487,GALLBLADDER HYDROPS,1,0,2207,225,0,0.0008478164672851562
488,CHOLANGITIS,1,0,2207,225,0,0.0008509159088134766
489,ACUTE PANCREATITIS,4,2,2204,223,0,0.0008382797241210938
490,CHRONIC PANCREATITIS,2,1,2206,224,0,0.0008280277252197266
491,PANCREAS CYSTS AND PSEUDOCYSTS,1,0,2207,225,0,0.0008349418640136719
492,MELENA,3,1,2205,224,0,0.0008308887481689453
493,CELIAC DISEASE,2,0,2206,225,0,0.0008480548858642578
494,NEPHROTIC SYNDROME IN MEMBRANOUS GLOMERULONEPHRITIS,1,1,2207,224,0,0.0008361339569091797
495,NEPHROTIC SYNDROME,3,0,2205,225,0,0.0008418560028076172
496,ACUTE TUBULAR NECROSIS,1,0,2207,225,0,0.0008368492126464844
497,CHRONIC RENAL FAILURE,47,19,2161,206,0,0.000843048095703125
498,RENE GRINZO on the right due to the outcome of pyelonephritic episodes due to reflux,1,0,2207,225,0,0.0008370876312255859
499,SMALL UNILATERAL KIDNEY with slight insufficiency. renal,1,0,2207,225,0,0.0008471012115478516
500,HYDRONEPHROSIS left,1,0,2207,225,0,0.000843048095703125
501,NEPHROLITHIASIS,16,6,2192,219,0,0.0008399486541748047
502,URETERAL STONE,3,2,2205,223,0,0.0008358955383300781
503,RENAL PTOSIS,2,1,2206,224,0,0.0008549690246582031
504,KIDNEY CYSTS,3,1,2205,224,0,0.0008370876312255859
505,STENOSIS OF THE LEFT PIELOURETERAL JOINT,3,0,2205,225,0,0.0008280277252197266
506,BLADDER STONE,2,0,2206,225,0,0.0008819103240966797
507,CYSTITIS,3,0,2205,225,0,0.0008590221405029297
508,HYPERACTIVITY?ɂǨ BLADDER,1,0,2207,225,0,0.0008499622344970703
509,URETHRAL STENOSIS urethral meatus,4,0,2204,225,0,0.0008292198181152344
510,URINARY TRACT INFECTION,7,1,2201,224,0,0.0008459091186523438
511,MACROHEMATURIA,2,1,2206,224,0,0.0008389949798583984
512,BENIGN PROSTATIC HYPERTROPHY transvesical adenomyomectomy,47,8,2161,217,0,0.0008230209350585938
513,PROSTATIC HYPERTROPHY,2,1,2206,224,0,0.0008270740509033203
514,ACUTE PROSTATITIS,4,0,2204,225,0,0.0008230209350585938
515,CHRONIC PROSTATITIS,3,1,2205,224,0,0.0008249282836914062
516,PROSTATITIS,4,0,2204,225,0,0.0008411407470703125
517,Bilateral HYDROCELE,2,2,2206,223,0,0.0008611679077148438
518,TIGHT PHIMOSIS,6,0,2202,225,0,0.0008268356323242188
519,AZOOSPERMIA,1,0,2207,225,0,0.0008299350738525391
520,INDURATIO PENIS PLASTICA,2,0,2206,225,0,0.0008242130279541016
521,TESTICLE TORSION,1,0,2207,225,0,0.0008809566497802734
522,EPIDIDYMIS CYST on the right (Removal procedure 20.3.2000),0,1,2208,224,0,0.0008461475372314453
523,SOLITARY CYST OF THE LEFT BREAST,1,0,2207,225,0,0.0008409023284912109
524,FIBROCYSTIC MASTOPATHY,3,0,2205,225,0,0.0008339881896972656
525,FIBROADENOSIS OF THE BREAST,1,0,2207,225,0,0.0008609294891357422
526,BARTHOLIN GLAND ABSCESS,1,0,2207,225,0,0.0008399486541748047
527,ENDOMETRIOSIS OVARY,1,0,2207,225,0,0.0008282661437988281
528,ENDOMETRIOSIS,1,0,2207,225,0,0.0008668899536132812
529,RECTOCELE,4,0,2204,225,0,0.0008261203765869141
530,UTERINE PROLAPSE,1,0,2207,225,0,0.0008487701416015625
531,COMPLETE UTERO-VAGINAL PROLAPSE,3,1,2205,224,0,0.0008680820465087891
532,RIGHT OVARIAN CYSTS in torsion,4,0,2204,225,0,0.0008587837219238281
533,ENDOMETRIAL POLYP,3,1,2205,224,0,0.0008373260498046875
534,CERVICAL DYSPLASIA,1,0,2207,225,0,0.0008418560028076172
535,VAGINA CYSTS,1,0,2207,225,0,0.0008289813995361328
536,STRESS URINARY INCONTINENCE IN WOMEN,1,0,2207,225,0,0.0008912086486816406
537,OLIGOMENORRHEA,1,0,2207,225,0,0.0008699893951416016
538,IRREGULAR MENSTRUAL CYCLE,3,0,2205,225,0,0.0008671283721923828
539,INTERMESTRUAL SPOTTING,1,0,2207,225,0,0.0008480548858642578
540,METRORHAGIA in fibrous uterus,1,0,2207,225,0,0.0008280277252197266
541,EARLY MENOPAUSE,5,2,2203,223,0,0.0008261203765869141
542,HABITUAL ABORTION WITHOUT CURRENT PREGNANCY,1,0,2207,225,0,0.0008409023284912109
543,TUBARIC PREGNANCY,1,0,2207,225,0,0.0008420944213867188
544,Miscarriage,13,0,2195,225,0,0.0008790493011474609
545,SPONTANEOUS ABORTION WITHOUT REFERRED COMPLICATION COMPLETE,1,0,2207,225,0,0.0008718967437744141
546,VOLUNTARY INTERRUPTION OF PREGNANCY [IVG],1,0,2207,225,0,0.0008230209350585938
547,ABORTION,3,1,2205,224,0,0.0008409023284912109
548,THREAT OF ABORTION,1,0,2207,225,0,0.0008609294891357422
549,"""ESSENTIAL HYPERTENSION IN PREGNANC",1,0,2207,225,0,0.0008339881896972656
550,Left gluteal reg abscess,2,0,2206,225,0,0.0008258819580078125
551,PILONIDAL CYSTS WITH ABSCESS,4,0,2204,225,0,0.0008420944213867188
552,SEBORRHEIC DERMATITIS,1,0,2207,225,0,0.0008511543273925781
553,ATOPIC DERMATITIS,1,0,2207,225,0,0.0008409023284912109
554,POLYMORPHOUS SOLAR PHOTODERMATITIS,1,0,2207,225,0,0.0008311271667480469
555,ECZEMA of the face with folliculitis,1,0,2207,225,0,0.0008418560028076172
556,PENFIGO,1,0,2207,225,0,0.0008418560028076172
557,ERYTHEMA NODOSO,1,0,2207,225,0,0.0008718967437744141
558,Relapsing ROSACEA,2,0,2206,225,0,0.0008399486541748047
559,ERYTHEMA of the back,3,0,2205,225,0,0.0008382797241210938
560,PSORIASIC ARTHROPATHY,4,0,2204,225,0,0.0008256435394287109
561,PSORIASIS,25,8,2183,217,0,0.0008420944213867188
562,PITIRIASIS ROSEA,1,0,2207,225,0,0.0008320808410644531
563,LICHEN RUBER PLANUS,1,0,2207,225,0,0.0008380413055419922
564,LICHEN,2,0,2206,225,0,0.0008580684661865234
565,ITCH of ndd,1,0,2207,225,0,0.0008308887481689453
566,LICHEN SCLERO-ATROPHIC preputial,1,0,2207,225,0,0.0008401870727539062
567,INGROWN TOE LEFT TOE,2,0,2206,225,0,0.0008478164672851562
568,ALOPECIA areata,1,0,2207,225,0,0.0008630752563476562
569,ALOPECIA AREATA,1,0,2207,225,0,0.0008308887481689453
570,TELOGEN EFFLUVIUM,1,0,2207,225,0,0.0008308887481689453
571,HIRSUTISM,1,0,2207,225,0,0.0008330345153808594
572,NODULOCISTIC ACNE,1,0,2207,225,0,0.0008330345153808594
573,ACNE rosacea,2,1,2206,224,0,0.0008299350738525391
574,SEBACEOUS CYST,1,0,2207,225,0,0.0008320808410644531
575,VENOUS INSUFFICIENCY ULCER right leg,2,1,2206,224,0,0.0008318424224853516
576,TROPHIC ULCER left leg,0,1,2208,224,0,0.0008370876312255859
577,IDIOPATHIC HURTICARIA,2,0,2206,225,0,0.00084686279296875
578,CHRONIC HURTICARIA,2,0,2206,225,0,0.0008418560028076172
579,URTICARIA,4,1,2204,224,0,0.000843048095703125
580,VITILIGO,2,0,2206,225,0,0.0008361339569091797
581,SYSTEMIC LUPUS ERYTHEMATOUS,1,0,2207,225,0,0.0008299350738525391
582,SJOGREN'S SYNDROME,3,0,2205,225,0,0.0008480548858642578
583,CONNECTIVE DISEASE others,1,0,2207,225,0,0.000823974609375
584,CONNECTIVE DISEASE,2,0,2206,225,0,0.0008330345153808594
585,RHEUMATOID ARTHRITIS,6,0,2202,225,0,0.0008780956268310547
586,GENERALIZED ARTHROSIS,0,0,0,0,2,0.0003159046173095703
587,COXOPHEMORAL ARTHROSIS <COXARTHROSIS>,5,1,2203,224,0,0.0008492469787597656
588,SHOULDER ARTHROSIS,2,0,2206,225,0,0.0008959770202636719
589,HIP ARTHROSIS,1,0,2207,225,0,0.0008828639984130859
590,KNEE ARTHROSIS,2,0,2206,225,0,0.0008358955383300781
591,POLYARTHROSIS,2,1,2206,224,0,0.0008370876312255859
592,RHIZARTHROSIS RIGHT,1,0,2207,225,0,0.0008220672607421875
593,LEFT COXARTHROSIS,6,2,2202,223,0,0.0008299350738525391
594,BILATERAL GONARTHROSIS,4,1,2204,224,0,0.0008180141448974609
595,POLYARTHROPATHY - POLYARTHRITIS -,1,0,2207,225,0,0.0008418560028076172
596,MONOARTHRITIS left knee of ndd,1,0,2207,225,0,0.0008640289306640625
597,MONOARTHRITIS of the elbow (gouty???),1,0,2207,225,0,0.0008351802825927734
598,Psoriatic ARTHRITIS,1,1,2207,224,0,0.0008938312530517578
599,ANTERIOR HORN INTERNAL MENISCUS INJURY,0,1,2208,224,0,0.0008361339569091797
600,INTERNAL MENISCUS INJURY,2,0,2206,225,0,0.0008640289306640625
601,EXTERNAL MENISCUS INJURY in the left knee (arthroscopy surgery),1,0,2207,225,0,0.0008330345153808594
602,INVERTED ANTERIOR CRUCATE LIGAMENT INJURY,1,0,2207,225,0,0.0008409023284912109
603,LEFT KNEE MENISCUS INJURY,2,0,2206,225,0,0.000827789306640625
604,MENISCOPATHY right knee,2,0,2206,225,0,0.0008509159088134766
605,KNEE ANKYLOSIS,1,0,2207,225,0,0.0008461475372314453
606,LEFT COXALGIA,1,0,2207,225,0,0.0008220672607421875
607,RIGHT GONALGIA,5,0,2203,225,0,0.0008289813995361328
608,SPONDYLITIS with specific spondylodiscitis,2,0,2206,225,0,0.0008761882781982422
609,CERVICAL SPONDYLOSIS WITH MYELOPATHY,0,1,2208,224,0,0.0008199214935302734
610,LUMBOSACRAL SPONDYLOARTHROSIS,2,0,2206,225,0,0.0008339881896972656
611,LUMBAR SPONDYLOSIS WITH MYELOPATHY,1,0,2207,225,0,0.0008170604705810547
612,SPONDYLOARTHROSIS,1,0,2207,225,0,0.0008270740509033203
613,RADICULAR COMPRESSION FROM CERVICAL DISC HERNIATION,2,2,2206,223,0,0.0008249282836914062
614,LEFT LUMBOSCIATALGIA,11,0,2197,225,0,0.0008828639984130859
615,HERNIATED DISC,1,0,2207,225,0,0.0008902549743652344
616,INTERVERTEBRAL DISC DISORDERS WITH MYELOPATHY,0,1,2208,224,0,0.0008530616760253906
617,CERVICAL DYSCOPATHY WITH MYELOPATHY,0,1,2208,224,0,0.0008356571197509766
618,LUMBAR DYSCOPATHY WITH MYELOPATHY,1,0,2207,225,0,0.0008208751678466797
619,CERVICAL SPINAL CANAL STENOSIS with SPONDYLOGICAL MYELOPATHY,1,0,2207,225,0,0.0008392333984375
620,CERVICAL SPINE SPRAIN,5,1,2203,224,0,0.0008358955383300781
621,DIFFUSED CERVICOBRACHIAL SYNDROME,1,0,2207,225,0,0.0008380413055419922
622,CERVICOBRACHIALGIA,1,0,2207,225,0,0.0008521080017089844
623,STIFF NECK,1,0,2207,225,0,0.0009217262268066406
624,LEFT CERVICOBRACHIALGIA,1,0,2207,225,0,0.0009162425994873047
625,LUMBAR SPINAL CANAL STENOSIS,3,0,2205,225,0,0.0008568763732910156
626,LOW BACK PAIN,16,1,2192,224,0,0.0008273124694824219
627,RIGHT SCIATALGIA,21,1,2187,224,0,0.0008459091186523438
628,LUMBOSCIATALGIA,1,0,2207,225,0,0.0008172988891601562
629,DORSALGIA,1,0,2207,225,0,0.0008237361907958984
630,COCCYDYNY,1,0,2207,225,0,0.0008511543273925781
631,POLYMYALGIA RHEUMATICA,6,1,2202,224,0,0.0008437633514404297
632,ROTATOR CUFF SYNDROME,0,0,0,0,2,0.00030303001403808594
633,CALCIFIC SHOULDER TENDINITIS,2,0,2206,225,0,0.0008630752563476562
634,SCAPOLHOMERAL PERIARTHRITIS,9,1,2199,224,0,0.000865936279296875
635,WRIST CARPUS ENTHESOPATHY,1,0,2207,225,0,0.0008211135864257812
636,ENTHESOPATHY OF THE HIP REGION right coxalgia,3,0,2205,225,0,0.0008578300476074219
637,KNEE ENTHESOPATHY in progress. distortion trauma,1,2,2207,223,0,0.0008273124694824219
638,ANKLE ENTHESOPATHY TARSO arthralgia I metatarso phalangeal,1,0,2207,225,0,0.0008299350738525391
639,LEFT CALCANEAL SPUR,1,0,2207,225,0,0.0008230209350585938
640,BAKER CYST RIGHT KNEE,1,0,2207,225,0,0.0008168220520019531
641,COMPLETE ATRAUMATIC RUPTURE OF THE ROTATOR CUFF,2,0,2206,225,0,0.0008571147918701172
642,ATRAUMATIC BICEPS LONG HEAD TENDON RUPTURE,1,0,2207,225,0,0.0008687973022460938
643,ATRAUMATIC DACHILLE TENDON RUPTURE,1,0,2207,225,0,0.0008690357208251953
644,DUPUYTREN'S DISEASE,0,2,2208,223,0,0.0008590221405029297
645,DIASTASIS RECTI ABDOMEN,1,0,2207,225,0,0.0008187294006347656
646,FIBROMYALGIA,2,0,2206,225,0,0.0008232593536376953
647,CHRONIC OSTEOMYELITIS II phalanx 2?Ǭ? left hand finger,1,0,2207,225,0,0.0008418560028076172
648,POLIOMYELITIS RESULTS,2,0,2206,225,0,0.0008649826049804688
649,Paget bone disease,1,2,2207,223,0,0.0008399486541748047
650,JUVENILE OSTEOCONDROSITY OSGOOD-SCHLATTER TIBIAL TUBEROSITY,1,0,2207,225,0,0.000823974609375
651,OSTEOPOROSIS,64,11,2144,214,0,0.0008339881896972656
652,OSTEOPENIA,1,0,2207,225,0,0.0008552074432373047
653,SPONTANEOUS vertebral FRACTURES,1,0,2207,225,0,0.0008337497711181641
654,VERTEBRAL COLLAPSE,1,0,2207,225,0,0.0008230209350585938
655,ASEPTIC BONES NECROSIS Right femur head,0,1,2208,224,0,0.0008330345153808594
656,ASEPTIC NECROSIS OF THE FEMUR HEAD AND NECK,1,0,2207,225,0,0.0008399486541748047
657,HALLUX VALGUS,4,0,2204,225,0,0.0008823871612548828
658,Bilat. arthritic varus knee.,2,0,2206,225,0,0.0008387565612792969
659,ACQUIRED KYPHOSIS,1,0,2207,225,0,0.0008189678192138672
660,SCOLIOSIS with anterolisthesis of L5 on S1,4,0,2204,225,0,0.0008530616760253906
661,CEREBRAL MENINGOCELE,1,0,2207,225,0,0.0008590221405029297
662,TRANSPOSITION OF LARGE VASES,1,0,2207,225,0,0.00084686279296875
663,PERVIET?ɂǨ OR PERSISTENCE FORAMEN OVALE,3,1,2205,224,0,0.0008921623229980469
664,CONGENITAL MITRAL INSUFFICIENCY,1,0,2207,225,0,0.0008437633514404297
665,OBSTRUCTIVE HEART ANOMALIES,1,0,2207,225,0,0.0008413791656494141
666,CONGENITAL ESOPHAGEAL HIATUS HERNIA,1,0,2207,225,0,0.0008409023284912109
667,CONGENITAL MEGACOLON,1,0,2207,225,0,0.0008630752563476562
668,HORSESHOE KIDNEY,0,0,0,0,2,0.00032591819763183594
669,CONGENITAL HIP DISLOCATION,1,0,2207,225,0,0.0008728504180908203
670,FOOT TALUS FLAT VALGUS,1,0,2207,225,0,0.0008249282836914062
671,SPONDYLOLISTHESIS L4 on L5,1,0,2207,225,0,0.0008552074432373047
672,IMPERFECT OSTEOGENESIS,1,0,2207,225,0,0.0008747577667236328
673,GONADAL DYSGENESIA,0,1,2208,224,0,0.0008642673492431641
674,KLINEFELTER SYNDROME,1,0,2207,225,0,0.0008246898651123047
675,OTHER MULTIPLE CONGENITAL ANOMALIES WITH MENTAL RETARDATION,0,1,2208,224,0,0.0008382797241210938
676,CONGENITAL MALFORMATION SYNDROMES,1,0,2207,225,0,0.0008356571197509766
677,SPONTANEOUS ABORTION ABORTED FEtus,1,0,2207,225,0,0.0008530616760253906
678,LOCALIZED SUBDURAL HEMATOMA,1,0,2207,225,0,0.0008330345153808594
679,LIPOTHYMIA,6,1,2202,224,0,0.0008220672607421875
680,DIZZINESS,10,0,2198,225,0,0.0008409023284912109
681,SLEEP APNEA,0,0,0,0,2,0.0003037452697753906
682,SNORING,0,1,2208,224,0,0.0008502006530761719
683,FEVER,2,0,2206,225,0,0.0008230209350585938
